duration,protocol_type,src_bytes,dst_bytes,count,srv_count,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,packet_size,flow_duration,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,flow_bytes_per_sec,flow_packets_per_sec,avg_packet_size,fwd_iat_mean,label
0.18554005880734803,udp,28574,772,167,3,37,96,0.0672,0.0187,55,118.7548662974776,5298,2,7727,640,92166.35,500.21,900.9,519.73,PortScan
13.26460108850389,udp,2769,2462,32,11,152,191,0.741,0.9847,949,60.744984164464604,79,88,24317,39293,6452.86,487.54,1346.61,1333.29,BENIGN
0.9598908850722954,udp,654,177,52,1,189,210,0.5426,0.3681,87,67.33611802346701,8208,7,41502,28664,16287.96,992.45,1049.14,4519.07,BruteForce
4.509340236957264,udp,31261,671,191,4,41,79,0.3176,0.5512,47,54.54124491279339,7570,4,46983,49450,29567.59,728.05,106.45,4053.66,PortScan
4.676389636642027,icmp,25073,554,52,4,102,188,0.9391,0.1625,96,67.07783734770709,1163,9,16938,27570,59625.8,909.35,884.87,2430.03,BruteForce
4.3411729360416,udp,14665,688,80,4,249,174,0.3719,0.2601,97,45.2781879123802,3042,4,17900,36478,35171.69,353.3,426.6,5.89,PortScan
26.5457172444991,udp,2241,1658,23,16,113,130,0.7805,0.4174,392,58.03815016303628,74,45,40871,3942,23780.69,981.54,286.67,4922.67,BENIGN
4.597981710291362,icmp,27306,397,267,3,71,86,0.4304,0.894,74,114.39603962555289,6862,7,29504,10201,91589.86,701.0,1069.68,3853.82,PortScan
1.1217503563208842,icmp,5288,526,297,1,105,23,0.5722,0.2507,60,109.93335611660525,5918,5,31124,30863,72219.67,773.01,710.36,1550.31,BotNet
3.9255187152762296,icmp,13020,892,480,4,178,147,0.7673,0.3232,77,79.79489488368807,5098,4,8227,30070,74838.18,732.07,684.49,2609.38,PortScan
0.3126302164665268,tcp,41318,342,79,3,60,30,0.1232,0.8848,77,109.47265652719321,1850,8,7170,24108,95359.23,374.93,1432.08,877.25,BotNet
1.4367438739150846,icmp,32761,359,80,3,255,46,0.0114,0.708,59,43.680859565985855,9251,9,35981,13752,1651.09,156.67,484.34,4807.62,DDoS
4.536978322985606,tcp,3718,89,319,4,201,231,0.975,0.9243,60,66.72426438845372,7689,6,35683,44422,96667.36,634.78,211.1,3019.01,DDoS
55.95307736548765,icmp,2193,1638,50,17,245,12,0.726,0.1307,1440,42.44437738763232,44,75,48323,48205,16357.66,298.01,580.25,1815.0,BENIGN
46.365976701133334,icmp,4595,4536,14,13,85,164,0.2143,0.0558,258,34.635165789569726,87,100,30805,13006,13912.17,27.24,372.45,2341.77,BENIGN
0.8246147599457271,icmp,47581,516,294,4,129,204,0.0599,0.2571,91,40.565208807567984,8180,7,41624,9582,79600.24,813.73,1270.41,2299.81,BruteForce
2.5414245522179337,icmp,42954,294,66,1,9,161,0.5157,0.55,92,43.64945484048446,1998,7,36120,33906,10446.59,854.03,856.31,1212.24,BotNet
6.81544520810154,tcp,2358,495,24,6,84,154,0.8192,0.8153,852,80.50174174986407,34,78,115,8183,13549.01,355.22,1246.29,1021.8,BENIGN
2.816887395517025,tcp,34788,879,479,2,14,160,0.8526,0.354,41,7.930301959234343,7781,8,37047,46627,64883.6,766.0,1131.44,1277.82,DDoS
2.993058846014427,udp,2521,629,68,1,18,126,0.1979,0.2655,68,88.56483186197232,8467,9,35355,38031,37942.14,815.08,1324.23,3484.68,DDoS
2.59445741853807,icmp,47686,676,64,5,71,66,0.8212,0.8111,85,49.51622843460712,2299,7,9521,39525,71069.52,173.77,1202.66,4706.82,PortScan
2.4298055761162383,icmp,37143,467,459,5,214,49,0.6543,0.2619,82,15.061949802410602,2333,0,15717,555,66180.98,251.22,337.89,640.02,BotNet
50.82583503160907,icmp,4524,3934,44,18,27,147,0.0733,0.6476,999,25.95366450981075,83,68,28705,37505,67671.75,310.96,200.14,1799.64,BENIGN
4.908276411254471,icmp,39097,344,406,4,198,81,0.8666,0.0946,89,118.74770339994218,8183,1,31876,14140,3299.16,144.94,1152.06,519.39,BruteForce
3.1593293919743406,tcp,41757,800,462,2,161,45,0.9679,0.7956,42,76.25658500256225,1068,4,44784,21393,48772.75,437.76,135.39,4746.6,BruteForce
4.322460551454028,icmp,19904,895,312,5,74,8,0.9247,0.1036,93,7.827908842007996,5094,6,18078,18031,95353.49,78.39,973.02,254.5,BruteForce
0.23014822771132482,tcp,4348,929,277,5,126,215,0.9146,0.0812,59,94.18170672852764,679,10,16907,9595,11150.8,704.4,378.68,4362.18,DDoS
0.599588320463878,tcp,1829,738,377,3,211,159,0.699,0.6566,41,71.46966416721146,6492,9,18139,3144,82186.15,884.16,325.05,836.54,PortScan
3.994289437412881,icmp,14342,589,318,2,110,65,0.7223,0.8568,41,97.44503991787788,5791,5,4801,20154,28524.43,321.13,219.15,905.03,DDoS
0.651345719013961,udp,617,177,363,5,215,60,0.0828,0.5495,78,105.02726529115955,5202,2,12554,41468,58112.03,67.8,884.12,4650.15,BruteForce
3.799261937615763,udp,45646,575,190,1,250,175,0.4325,0.5888,82,14.782127280044183,9899,10,46970,3693,34601.04,817.63,994.34,2359.24,DDoS
0.25154359449531427,icmp,8529,714,447,1,4,162,0.9465,0.983,57,64.4372483410271,105,1,36836,37087,35699.78,260.83,280.99,820.93,BruteForce
3.803870165649726,tcp,32733,996,466,4,99,137,0.0151,0.0571,41,85.34424073768837,5606,5,13519,27991,14599.2,363.7,1287.02,3330.52,DDoS
1.5613247151982568,tcp,17395,204,110,2,15,96,0.2296,0.4993,51,47.51797730503039,6047,10,6858,47996,33675.24,426.74,1198.42,3785.18,PortScan
2.5014956329138722,udp,16554,191,343,2,21,234,0.6726,0.8016,95,114.76266984848411,2064,0,24377,2045,8815.63,773.6,1063.36,3923.62,BruteForce
32.39405844651277,icmp,638,4933,25,15,5,231,0.0492,0.3848,1124,102.15069136854848,1,25,19940,31099,27280.55,748.93,956.89,82.09,BENIGN
44.564884192698386,icmp,1215,4211,4,18,231,150,0.5154,0.7097,223,79.25473728407154,19,39,14002,41479,31198.31,972.32,814.74,550.58,BENIGN
47.813358208142866,tcp,1569,3902,29,27,179,219,0.2324,0.4325,835,116.6197150735032,25,8,25442,45114,17598.44,172.02,992.77,34.89,BENIGN
3.8591602117345687,icmp,13844,581,76,4,121,170,0.9916,0.2318,86,83.28245341465137,2493,2,4010,4202,44581.55,183.71,194.98,71.77,BruteForce
2.285143795417514,udp,46349,823,196,5,103,177,0.8469,0.0675,68,4.348864989612058,4321,3,12234,33489,91691.07,329.55,214.03,1433.1,BotNet
3.7443799491531724,tcp,28261,761,316,3,16,109,0.6206,0.4654,73,50.13348689521387,3312,2,48459,19040,42258.03,58.43,109.77,4051.51,BotNet
2.4669797038295087,udp,33749,929,94,4,231,223,0.7968,0.7561,76,59.319907065542665,8985,4,49427,44183,2347.69,742.06,430.22,2120.72,DDoS
3.0946373480102523,udp,25815,613,466,5,232,104,0.2569,0.634,41,86.98553142903926,5693,0,1199,15951,67044.95,514.93,773.17,705.05,DDoS
1.526509096959745,udp,10259,920,252,1,231,203,0.4235,0.501,62,21.621542068116817,4988,6,39192,14371,88630.6,895.47,1112.07,137.81,PortScan
1.9540195650291854,udp,22412,595,118,4,78,203,0.8486,0.2954,67,19.269860889623832,8863,10,23199,43065,29927.56,662.64,1359.82,4328.25,DDoS
4.694007234246168,udp,5767,750,254,3,214,99,0.5239,0.2162,83,44.12453351480246,593,4,41188,2810,73119.72,505.6,1428.35,3582.73,BruteForce
0.834585307780763,icmp,39837,857,162,2,142,11,0.105,0.3857,78,13.287094428977607,4324,4,44165,26605,69226.94,641.55,1001.35,1001.37,BruteForce
3.508160426873798,udp,25547,823,123,1,22,211,0.913,0.3571,85,57.382359269559245,574,9,29500,4279,39169.99,110.46,1023.58,2307.68,BruteForce
1.2693191332359373,icmp,40675,150,377,2,143,118,0.3368,0.4185,67,102.0320011661486,1157,5,16198,32195,60124.22,157.32,271.22,3607.27,DDoS
2.1199693491558795,tcp,23247,29,64,5,180,3,0.7327,0.579,40,64.45573580151728,2026,6,4787,44159,81901.95,356.62,371.3,4982.38,PortScan
3.7419946351825866,tcp,20279,560,270,5,199,143,0.4302,0.0626,76,22.182548791292497,5901,10,30480,48959,70227.23,139.08,828.32,219.28,PortScan
27.744483013417444,udp,3538,3072,47,5,43,238,0.7246,0.5038,132,51.39851180240185,81,72,38347,10789,44955.42,490.61,213.47,458.62,BENIGN
3.2259600525443695,icmp,20021,922,60,2,30,92,0.1899,0.5623,74,9.088486442285424,7853,2,35601,37196,2104.1,347.84,50.08,750.35,BotNet
31.94881661083506,udp,2186,24,36,11,63,211,0.8179,0.7684,575,63.0414384460866,2,92,19747,15852,18643.17,534.18,802.89,3932.36,BENIGN
1.0937556651791343,tcp,724,349,95,1,161,91,0.0563,0.929,74,58.770350984598856,1251,10,33561,37237,96528.0,27.91,491.33,2804.72,DDoS
3.8076052417218786,udp,15438,113,118,2,39,147,0.3828,0.9571,84,75.40183517700832,2836,6,5667,34422,53195.27,901.97,132.24,3897.26,PortScan
48.47563418854234,tcp,3054,2126,24,27,120,47,0.2393,0.5725,1123,56.52906730633447,29,65,36819,45921,37226.73,130.19,745.76,212.99,BENIGN
4.579743153147576,udp,13264,357,124,1,6,44,0.8439,0.2249,73,33.184728881480915,644,5,49736,39766,20469.13,237.01,991.45,844.45,PortScan
3.8945230549108105,udp,34123,820,149,5,254,201,0.4169,0.0739,77,95.73933895831578,4050,4,35690,13451,19478.48,719.56,361.1,3519.38,BruteForce
45.41197776666377,udp,4315,1629,5,6,135,213,0.6849,0.1859,511,76.147131534369,21,55,29385,11415,48458.13,647.23,991.16,3764.23,BENIGN
2.0353756177710998,tcp,40037,105,366,2,220,88,0.6144,0.3649,96,80.24818942215236,1759,10,23549,48107,6606.82,795.48,480.96,2317.66,PortScan
43.19594501591127,udp,1056,2834,28,9,246,185,0.4417,0.7229,84,43.566405031374146,10,78,36201,41116,34746.95,376.75,223.71,4416.83,BENIGN
1.7537307807678988,udp,16870,250,466,3,209,198,0.5947,0.3334,88,27.576014610968556,9593,6,47990,36383,54666.22,826.42,1135.3,3500.6,PortScan
2.618438243271564,tcp,8702,972,302,4,231,135,0.7535,0.6787,98,71.00033326179188,6057,6,37553,23989,88844.97,84.27,1438.87,3575.95,DDoS
0.39441951888409266,icmp,28172,240,162,4,65,246,0.8678,0.6088,41,0.23114566053650698,3524,5,8018,9058,6542.34,280.99,672.24,1346.1,DDoS
3.6451120956323333,icmp,7149,705,475,4,155,61,0.5916,0.3217,92,57.61291289959323,9021,1,23545,38535,53523.49,850.55,993.58,2705.64,PortScan
3.6920639350465274,udp,15328,457,350,2,207,175,0.1324,0.1121,43,5.1190859453405935,2700,6,5413,17812,1711.52,715.41,556.96,3560.94,BruteForce
3.51282906813255,tcp,1944,81,142,3,94,175,0.2204,0.7332,49,93.21306171862842,6612,10,28173,5421,81653.79,499.35,1290.59,3583.71,DDoS
10.539702620445457,udp,369,708,17,22,160,175,0.4171,0.5173,857,50.19296803107738,21,14,7755,17629,42303.6,28.36,740.83,1814.84,BENIGN
2.0806418159092495,tcp,10155,391,484,2,215,146,0.0192,0.0275,63,45.198844925524405,6421,1,10547,29353,25654.49,41.05,293.35,947.48,DDoS
1.287928071266205,udp,1675,873,163,5,57,167,0.4402,0.9494,78,28.523908377984974,7506,0,32914,24221,58221.29,527.08,1274.54,1662.8,BotNet
1.5694865560273819,tcp,1300,59,17,22,196,153,0.9562,0.46,191,100.34524659483371,87,72,28614,43881,97104.83,175.49,1275.72,3926.68,BENIGN
3.9433111817611284,tcp,17729,432,294,4,244,125,0.2959,0.1471,96,44.441902336719494,9308,4,5020,37837,48790.22,854.35,696.56,4022.71,BotNet
1.4727539707705495,icmp,19707,123,435,1,110,132,0.6765,0.7766,80,31.44487060362646,1766,3,6467,30120,50616.74,151.46,815.79,1571.88,PortScan
2.6420024749317976,icmp,43825,17,266,3,23,33,0.4546,0.7191,64,102.02566665090649,7627,7,24803,3804,96001.61,85.44,1193.93,2135.64,PortScan
4.118796652599899,icmp,15268,279,408,3,242,6,0.5482,0.9429,59,103.8068100278324,4982,9,31291,46561,90795.83,635.98,1482.43,1657.05,DDoS
4.5756662232794,icmp,22475,852,343,1,205,10,0.6333,0.9514,81,107.11938626237522,1408,0,16838,12506,5228.32,233.61,1336.02,1867.91,PortScan
0.30295521868517084,udp,872,824,372,3,101,203,0.5332,0.6167,82,91.1125879400083,1438,5,47255,46256,16077.05,560.31,752.09,4781.32,BotNet
0.5933820404963674,tcp,26497,127,142,4,105,107,0.6281,0.4441,82,85.74776895313296,9502,7,1126,38559,35517.46,603.34,478.22,4388.81,PortScan
3.4412123398253542,icmp,43855,669,406,5,89,192,0.1106,0.575,44,13.007203742455173,7982,2,1778,25154,36207.42,853.89,1198.55,2835.93,PortScan
1.2286307714521123,icmp,5328,725,355,5,89,21,0.5367,0.8097,80,69.39282291487484,8645,9,39045,36666,5881.37,298.89,850.4,4531.92,BotNet
4.022456864451108,udp,1455,669,265,4,155,73,0.3487,0.6205,84,88.66100630621142,3653,3,37557,4578,71616.99,735.51,1411.58,3263.15,BruteForce
3.8880880968774707,icmp,12930,303,264,4,5,129,0.772,0.8169,94,42.86641599139993,3812,5,23226,41049,91205.12,685.69,382.05,427.0,BruteForce
1.5748320540104555,icmp,6660,178,108,2,30,134,0.0546,0.3889,46,12.104921181110377,5748,9,11689,4373,78091.55,807.47,355.16,4421.74,PortScan
1.588616579884925,tcp,18238,279,419,4,24,21,0.4413,0.0505,73,13.79673654334923,8082,5,14217,40338,25610.43,90.25,1037.81,528.86,DDoS
4.598099118101224,tcp,9540,696,94,5,185,36,0.7122,0.4449,44,81.25596858217892,1820,1,2804,49537,18265.76,502.12,464.61,3.88,DDoS
3.93450268140844,icmp,30872,363,317,1,234,127,0.8389,0.5194,100,19.535813220934006,6986,6,38120,49926,17566.47,758.17,1335.19,827.38,PortScan
3.7932477780516005,udp,39303,334,248,4,90,180,0.9453,0.3989,77,90.8165636715731,2592,4,1346,9535,23363.35,823.72,757.48,1579.53,BotNet
2.175811767471047,udp,44147,359,79,5,147,199,0.592,0.2656,82,54.449556599234825,9954,8,7481,15190,12711.24,677.3,1384.48,2860.37,PortScan
0.4479220130640571,udp,7479,957,198,2,248,126,0.1192,0.815,54,19.895489993365164,1111,1,40616,39442,66691.18,491.86,91.1,196.79,BotNet
4.98301577612238,udp,42894,423,459,2,25,34,0.485,0.8931,82,65.90477127139093,1014,2,36927,28741,25530.99,184.88,1027.58,3090.36,PortScan
3.3613260139254586,tcp,1558,2162,38,5,35,59,0.4783,0.2161,917,88.23115243972869,16,9,17972,37874,49677.7,619.75,1181.84,3672.25,BENIGN
2.852995875088652,icmp,33065,754,311,4,101,184,0.4803,0.5276,97,67.58954485249775,7167,6,21516,27317,76582.25,140.03,1367.15,2022.72,PortScan
4.7188810857271895,icmp,11609,884,380,4,78,92,0.4955,0.8107,78,117.63230630373609,2966,1,27559,38724,61674.17,815.93,258.33,4939.22,PortScan
3.360837642534596,tcp,42993,888,203,5,17,185,0.3421,0.7415,97,27.076154727682827,1344,4,41317,42719,40431.06,423.0,470.54,274.63,BotNet
39.23509321306334,tcp,3140,1922,25,22,90,90,0.4971,0.8582,907,38.96838674038368,10,38,41037,23029,90973.58,504.14,1483.1,4497.42,BENIGN
2.613627453284626,icmp,30661,216,188,5,66,49,0.9714,0.9976,48,101.19032911993796,5288,10,4722,38720,49292.87,349.55,777.77,327.41,BotNet
0.07192517382304087,tcp,43166,797,340,5,157,49,0.4722,0.7998,44,108.06908914127932,709,0,12844,45851,6216.31,663.64,203.73,4626.75,PortScan
25.80847630239506,udp,1336,4174,23,4,67,187,0.0668,0.2917,1188,63.7055154581284,60,69,14244,21118,38513.93,572.2,632.94,3246.51,BENIGN
1.1239221747019017,tcp,36501,809,413,3,127,176,0.6303,0.4164,67,37.81473694241736,118,5,6399,38007,33618.06,106.39,568.36,1058.49,PortScan
4.782091984199489,udp,47105,777,135,2,173,89,0.0538,0.9686,83,67.59108641087798,6247,3,45398,5632,18480.59,515.08,349.39,819.18,BotNet
1.7379435111549735,tcp,49939,476,248,3,159,47,0.276,0.6066,64,30.42447774688133,6219,0,47137,2663,71058.19,494.63,418.44,2997.69,DDoS
1.9160334926430522,icmp,16649,465,69,3,49,222,0.2603,0.582,100,48.36728239533756,1698,7,44678,33603,36464.55,968.75,597.21,3265.08,DDoS
56.45106582467755,udp,41,2489,48,2,76,123,0.0737,0.3798,1000,51.95999503401338,49,85,44688,15243,27495.15,693.23,147.35,3251.05,BENIGN
2.319834045225257,tcp,46178,723,256,1,134,105,0.1456,0.83,87,116.17821066659714,2645,2,49490,24104,60294.29,870.18,979.95,3348.49,BruteForce
3.090526369402058,tcp,14702,847,363,3,30,20,0.3681,0.7142,99,77.55225490282155,5117,8,36214,11257,4275.77,908.64,253.83,1691.33,BotNet
50.63835152714788,icmp,749,977,18,6,10,81,0.8413,0.9673,801,21.598097444336286,89,28,12535,22367,67165.04,37.26,640.78,4242.96,BENIGN
53.932695842604325,udp,956,4783,23,28,82,217,0.3852,0.5726,804,34.96135085251328,68,92,36625,42550,59711.91,176.01,1311.17,1569.59,BENIGN
10.281675928784551,tcp,3914,4021,46,7,115,127,0.1516,0.9264,890,97.56970642603602,54,1,7925,35592,17667.18,188.48,1004.72,3398.04,BENIGN
2.814299412254484,udp,18423,249,172,4,2,51,0.0362,0.431,89,13.574868327554924,8193,4,26554,29483,76761.19,890.16,1216.8,4195.59,BruteForce
2.285047994604516,tcp,3482,438,301,4,47,71,0.9151,0.4697,97,59.49864266982861,8728,0,20934,6247,47912.12,984.64,1121.33,4752.81,DDoS
26.044782102121744,tcp,1325,4191,36,12,100,60,0.6726,0.5147,1425,46.74154033098996,3,21,46486,46681,31153.18,893.9,1180.45,2473.18,BENIGN
4.350900185507197,icmp,21898,321,156,5,145,135,0.6645,0.0774,78,87.06535478415371,4110,6,25995,45663,17764.03,592.59,1193.64,1461.03,DDoS
4.236769535512725,icmp,26943,371,226,4,105,251,0.6242,0.2217,46,14.869403119960047,7532,2,43613,3017,30730.61,658.85,1481.31,2010.5,PortScan
3.104465279661404,icmp,15294,375,407,2,81,197,0.9524,0.1336,99,40.861397979705096,3482,9,24235,41196,32985.9,254.76,1292.34,3687.53,PortScan
51.11866801598996,udp,2193,260,22,11,105,187,0.9265,0.7466,91,60.50066355908416,50,28,12802,6230,5202.61,285.56,194.37,1528.95,BENIGN
0.6997762055542722,tcp,20989,92,155,5,12,132,0.1505,0.8998,43,59.04994270364899,1492,3,11802,45666,84210.16,371.54,1257.5,3037.33,BruteForce
4.35391893845223,icmp,36375,140,452,2,54,250,0.5933,0.611,94,25.30186979848215,1411,2,34539,19336,6261.4,597.92,952.69,3461.83,BruteForce
3.20006348505182,udp,7635,283,246,5,146,97,0.8376,0.2355,85,55.23969118504978,8857,6,20429,22690,57973.01,829.31,1301.83,597.38,DDoS
0.12988911923166313,tcp,28249,962,252,2,240,172,0.0002,0.5859,100,14.86972512781981,7585,9,17815,45842,97294.59,824.96,318.49,2876.26,PortScan
2.352850373544161,udp,26439,225,213,2,12,159,0.9336,0.702,40,2.420501941402362,9417,3,15217,48720,63816.56,506.32,1036.81,3386.73,PortScan
2.855573075590842,tcp,42219,513,290,3,118,167,0.9275,0.0915,64,31.889790653071145,1687,3,16673,19239,5877.17,550.06,923.1,997.61,DDoS
3.1142372486310173,icmp,22982,831,71,1,22,171,0.128,0.1491,64,77.20639087073694,807,0,16961,6478,67455.93,753.76,141.81,4963.62,DDoS
0.333306678053259,tcp,9415,881,277,4,36,199,0.153,0.7518,90,96.06698333411667,9955,5,24953,6921,57687.75,888.96,681.88,2460.65,BruteForce
4.925688629439964,udp,46937,443,258,2,12,80,0.5575,0.6983,99,32.679735046651004,821,6,11349,45048,90056.25,28.06,1264.88,1058.27,DDoS
4.21809270343976,tcp,10716,527,388,5,18,176,0.7421,0.846,73,20.984708009408813,9391,9,3166,27888,82656.26,971.45,544.84,3085.48,BruteForce
15.234185741743026,tcp,3519,4888,4,4,60,89,0.4808,0.6829,780,80.28803279122772,19,62,42681,22060,10641.62,787.05,786.19,3655.7,BENIGN
3.039349539917901,tcp,42703,669,177,4,167,158,0.1082,0.0509,80,114.85008568699118,1503,2,30940,31825,58511.89,898.66,1371.34,1851.85,PortScan
25.903232844636776,udp,4721,4016,43,1,192,9,0.483,0.847,992,56.026077955467294,49,18,34377,11097,45354.44,42.11,915.95,1881.55,BENIGN
5.146121674739996,tcp,3304,3449,9,3,15,146,0.9169,0.939,592,118.53810408687953,81,75,45730,47799,40335.84,601.55,1026.24,3416.97,BENIGN
3.6216510439859917,icmp,6942,877,204,4,202,237,0.5507,0.4108,99,64.57199860850625,3997,3,26175,25111,4743.34,256.01,316.78,4327.94,BruteForce
1.1226397840231306,udp,12832,773,406,3,142,143,0.062,0.0995,65,53.34204829448265,3988,1,14356,7266,81727.61,781.57,449.03,4948.08,DDoS
4.4648525525715455,udp,6033,695,58,3,25,17,0.3663,0.3485,75,52.9542948078771,2783,5,28011,44616,67757.52,379.43,907.27,4024.3,BotNet
2.1037372104307144,icmp,36261,403,218,5,186,227,0.7532,0.5232,75,19.901822779857767,4764,4,45935,47581,43720.09,456.59,349.82,2907.7,PortScan
0.8007367091334361,icmp,2632,3618,20,2,145,21,0.2371,0.4079,630,78.64182015806563,61,70,35096,28204,29608.62,386.2,531.81,2239.81,BENIGN
4.989899337711316,tcp,44677,314,326,3,115,124,0.0072,0.2618,90,108.5549746363267,3035,10,26691,28976,36947.09,143.39,874.91,2953.37,BotNet
47.459365097902676,tcp,124,4613,22,8,18,119,0.2731,0.7574,1034,81.20803624104953,51,54,3624,37319,69480.02,369.28,1462.37,1036.31,BENIGN
32.918598942842344,icmp,1180,1359,49,12,249,6,0.37,0.8451,894,50.42863180007844,87,81,8140,43293,59966.1,258.37,1338.6,722.55,BENIGN
2.4313757149168413,icmp,13986,595,490,3,48,249,0.7375,0.0192,45,110.11831643890245,7910,9,12579,11565,1754.45,704.55,1093.73,1361.07,DDoS
0.4686862995545482,tcp,10035,311,52,2,244,205,0.8284,0.798,66,97.48349640118899,9815,5,49682,2069,74722.25,481.47,163.86,1286.56,BruteForce
2.6502844739162685,tcp,7323,480,123,1,109,154,0.5767,0.1308,99,36.11663192033775,378,1,5771,34633,45274.37,587.23,315.19,525.34,DDoS
4.583408630794254,udp,44293,798,359,2,181,190,0.1364,0.4511,40,65.1145562633234,4592,0,2307,36577,51688.11,242.86,725.56,1789.43,BotNet
0.12301521891143641,icmp,44298,789,278,5,114,135,0.0639,0.6401,40,64.28539081952734,725,2,2370,11332,77552.3,791.7,113.98,1668.91,BruteForce
3.673498665048052,tcp,47602,192,152,3,139,51,0.2248,0.3705,87,69.9958371231186,7375,9,10102,14529,71882.59,994.16,1055.04,393.68,BotNet
1.660030178366985,tcp,38111,948,293,4,186,148,0.7364,0.9823,73,5.023775933031374,1549,2,46505,7562,94750.99,857.93,1339.45,2393.28,PortScan
4.2438469535074095,icmp,20217,167,150,4,139,93,0.0708,0.237,43,27.17117104056839,4809,7,38264,39432,18563.48,306.64,627.38,1093.17,PortScan
0.3580256212303168,udp,41351,378,90,2,14,224,0.1578,0.1056,62,117.25537471867392,5834,10,13663,38563,32426.16,885.4,1026.63,902.31,PortScan
29.870434334851264,tcp,3372,1078,9,21,108,49,0.1121,0.5815,578,15.368970986897793,81,39,39740,28686,73808.35,468.14,723.66,1957.94,BENIGN
2.070349808927828,icmp,37359,88,176,2,46,169,0.1318,0.6572,68,8.383382777573747,8148,9,47455,48777,77842.12,700.84,844.59,4389.53,DDoS
0.6382373938959479,tcp,39402,215,68,4,71,254,0.3881,0.6685,72,1.474862248514519,5545,2,1216,41751,60569.24,704.51,515.1,1936.83,BruteForce
43.94625322996374,tcp,179,344,33,1,32,18,0.4253,0.2192,848,19.39793031427302,44,84,40827,22646,590.48,817.59,331.25,19.92,BENIGN
4.3780577064807895,tcp,17469,841,54,4,166,144,0.5583,0.9533,84,5.911568681053869,540,10,43922,16709,52593.09,493.39,969.51,4616.69,PortScan
4.339237790549278,udp,5596,639,137,2,127,120,0.6196,0.5153,47,118.94367332357497,8442,5,3744,48291,81235.46,313.2,497.59,402.63,BotNet
3.8576187189272373,tcp,3631,892,315,5,97,207,0.1729,0.3854,80,53.256762441670624,184,1,49404,8504,65337.21,168.83,639.64,467.82,DDoS
4.905334158074867,udp,2599,545,75,3,178,240,0.6421,0.1796,59,40.731184508177506,3169,0,26025,41394,82791.52,854.89,1037.29,3240.15,BruteForce
